Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,,0.038445905,0.14146081,0.280860174,0.502281572,0.836569536,1.405118706,2.095449994,2.96895054,4.293056805,6.168585393,9.203138701,12.74143303,16.41343526,20.35683377,25.15099311,30.89124914,38.86183584,45.14982121,49.35962707,55.42732036,63.21739536,69.05236638,77.10934813,82.93180628,86.09952013,89.5449638,92.26777096,95.44904589,97.06859919,98.19768385,111.5562164,119.1439209,122.5578619,123.10815,123.6875624,
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,,91600,340213,681825,1230855,2069441,3508944,5283055,7557148,11032753,16009461,24134421,33785661,44042992,55312293,69209321,86047003,109478031,128500000,141800000,160637000,184819000,203700000,229600000,249300000,261300000,274283000,285118000,297404000,304838000,310698000,355500000,382307000,395881497,400205829,404577397,
United States,USA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28300000,27307576,29676890,32689484,34901628,38497839,40896742,44839390,42411770.05,37353574.9,42058000,42537745,43637315,44427127,47849621,49527457,50181793.5,51425466,,
United States,USA,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,87.62,85.8,83.68,82.45,82.43,83.8,81.63,91.7,92.8,95.09,96.74,92.03,94.34,96.66,
United States,USA,Rail lines (total route-km),IS.RRS.TOTL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203875,195804,192815,194708,194077,194746,198057,196806,195369,194025,191771,193560.51,192123,191785,194431,194136,153516.6,154321.5,152932.6,151735,151270,150966,,
United States,USA,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8153,8314,8569,8511,8970,8965,8552,9141,8869,8660,8706,9308.594,9943.07,9517.555,10331.31,10570,10950,10960,10740.5585,10518.6946,10492,10659.8,,
United States,USA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979622,1969331,2010027,2092745,2140191,2183277,2200123,2264983,2427268,2476653,2586836,2584940,2594631,2236917,2468738,2524585,2500300,2541354,2702736,2547253,2314693,2445132,,
United States,USA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,163448992,174143104,191325408,202309200,207612400,204900400,223017296,240144992,273025504,313624000,295329088,281086400,290992608,315600096,340191488,372059104,414554496,441832704,454202912,453161504,464574016,452015904,466964992,469926112,514924000,533512096,571072000,590571392,588170880,634364608,665327414,622187846,598410415,588997110,678110608,720547738,725530965,744302310,701779551,679423408,720497000,730796000,736699000,743171000,762710000,798222000,824039000,849403000,889022000,
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,5151.200195,5540.799805,6283,7060.100098,7255.399902,6999.600098,7438.200195,7920.600098,8406.799805,8658.099609,8615.400391,8606.900391,8295.799805,9284.5,10293.09961,9672.200195,10619,12023.2002,13875.59961,14651,14791.40039,14486.2002,15617.59961,16343,19083.80078,19622.90039,21676.40039,25478.80078,25757.90039,27292.19922,30171.975,27924.568,29554.684,34205.554,37450.121,37357.644,39881.895,40617.739,39313.596,35097.67065,39353.2561,39621.91354,39111.34038,37113.55892,38225.19609,37866.22451,38657.91904,41591.55177,42985.29522,
United States,USA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5099200,4999200,4985200,5058200,4650400,4576100,4690500,4795900,4857000,5041800,4962700,4628300,4572100,4810900,5206200,5553900,6106000,6398000,6628500,6522100,6848600,6623900,6578100,6427800,7250000,7682200,8031800,7942900,7824400,8511400,8820878,8535240,8038761,7789108,9566226,9969599,9738983,9815504,9054478,9182363,10095197,10057768,9864360,9745498,9556324,9498668,9640591,9639096,9879630,
United States,USA,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.807815239,5.868514259,5.666583266,5.537239966,5.5,5.6,5.7,5.7,5.72790979,5.7,5.8,,
United States,USA,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.302447552,4.469476926,4.5824586,4.47982382,4.3,4.5,4.8,4.8,4.886333075,4.9,5.6,,
United States,USA,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,46837,52509,63745,55545,62600,65100,69253,71292,78345,94401,127346,123319,127837,150419,161055,188850,212510,234610,246611,260761,292464,216311,212638,221739,250366,263677,276110,303501,292726,265943,281461,305209,313325,323340,342576,374974,393243,448065,,
United States,USA,"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249850,274053,290460,324606,308837,279978,295186,319502,330032,339482,361547,388136,388502,428225,,
United States,USA,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,41300,46411,57561,48343,54053,53577,56679,58294,63788,77394,106693,105051,110071,131797,139713,163787,183925,198953,207429,229721,251220,181713,181693,191905,213519,224300,233357,256471,246263,225045,236864,256841,261959,270225,283290,303233,300550,330498,,
United States,USA,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Present value of external debt (current US$),DT.DOD.PVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,17371063000,18840149000,20399728000,21773121000,21572688000,23659826000,21852487000,18323789000,20463904000,17158951000,15221738000,14298910000,17432402000,11090379000,14077964000,14594091000,14497583000,14658830000,16567568000,12657315000,17693252000,13108141000,17508133000,16594774000,17275421000,18069541000,18015711000,16742613000,17997188000,13114373000,18769767000,17954701000,18251258000,15412448000,14799050000,10758266000,13448094000,9698086000,12255387000,12564255000,13372310000,15010836000,17190719000,20696633000,24321218000,33404349000,27300841000,24620948000,29300910000,31714054000,32227810000,32970623000,32046154000,32168863000,33451535000,30985540000,33972650000,,,
United States,USA,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,0.54,0.572,0.583,0.597,0.56,0.578,0.501,0.408,0.436,0.357,0.316,0.287,0.332,0.199,0.255,0.267,0.252,0.242,0.26,0.193,0.269,0.194,0.265,0.243,0.237,0.236,0.227,0.202,0.209,0.15,0.209,0.2,0.196,0.154,0.143,0.102,0.123,0.085,0.1,0.098,0.1,0.113,0.127,0.149,0.169,0.226,0.177,0.156,0.183,0.206,0.203,0.204,0.186,0.182,0.186,0.168,0.186,,,
United States,USA,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,2759800000,3026100000,3317200000,3580300000,3601800000,4022700000,3819800000,3296000000,3837400000,3376000000,3153000000,3112200000,3958400000,2655400000,3673500000,4160900000,4360200000,4682200000,5663500000,4684000000,7138000000,5782000000,8202000000,8081000000,8711000000,9403000000,9564000000,9115000000,10141000000,7677000000,11394000000,11262000000,11709000000,10123000000,9927000000,7367000000,9377000000,6878000000,8785980000,9145260000,9954890000,11429350000,13290070000,16319520000,19704910000,27934740000,23532140000,21786900000,26436780000,28831340000,29656360000,30966210000,30652380000,31266660000,33095500000,30985540000,34411600000,,,
United States,USA,Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,0.028260232,0.038970866,0.046211695,0.03918626,0.035312053,0.040891921,0.031699706,0.028383161,0.019886525,0.018481946,0.016753242,0.02049186,0.024577135,0.034055398,0.041436761,0.042321582,0.018146303,0.017400347,0.021192479,0.021884232,0.026056446,0.023449243,0.025280976,0.026052752,0.026862425,0.03560682,0.025029628,0.021699538,0.018346354,0.016874513,0.020070209,0.017933481,0.019344141,0.021692073,0.028357217,0.017423143,0.007842675,0.009032146,0.0071992,0.011128054,0.010504608,0.009715914,0.019827172,0.038537874,0.029389136,0.037601123,0.040023379,0.034467703,0.048760054,0.05732603,0.061057695,0.066175015,0.055257259,0.051389536,0.048455496,0.049318123,0.050528222,,,
United States,USA,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,144520000,206000000,263000000,235000000,227000000,284710000,241780000,229370000,174900000,175000000,167000000,222000000,293000000,454000000,598000000,660000000,314000000,336000000,461000000,532000000,691000000,700000000,782000000,866000000,988000000,1420000000,1056000000,977000000,890000000,866000000,1092000000,1011000000,1155000000,1423000000,1963000000,1261000000,599000000,728000000,629930000,1034820000,1042950000,987030000,2079910000,4231790000,3425630000,4647010000,5307060000,4799800000,7026470000,8031950000,8936160000,10066080000,9125460000,8841210000,8636320000,9121880000,9345700000,,,
United States,USA,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,3.265164773,3.500946717,3.452624851,3.319745958,4.472445651,3.72279371,3.389793836,3.008873568,2.864875719,2.356715598,2.619195409,2.643040759,2.574953233,3.134935912,5.729154368,6.154611623,6.825765368,6.866137708,5.642023346,6.693914991,7.517309787,6.203662055,5.682366463,4.068442755,3.20847779,2.739279859,2.28848126,2.328307181,2.018730534,2.546663005,2.606041616,2.44721853,2.299677167,2.182172471,1.823106002,1.743584357,1.970554359,1.939006112,1.493490478,1.415487181,1.906230567,1.890575087,1.560150032,2.068979783,2.480520758,3.026360903,3.201896624,3.447370117,4.098633881,3.02601695,3.397120094,3.365638644,2.179349405,1.731823445,1.139709493,0.839330313,0.918065485,1.060677139,,
United States,USA,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,2.189144564,2.275933056,2.140056726,2.296611138,2.106731081,2.068703656,1.727352391,1.453999019,1.261337187,1.260387126,1.021490894,0.966290613,0.959098033,0.834986795,0.721207553,0.757231131,0.774518998,0.681870594,0.727314745,0.682287241,0.62354131,0.66055227,0.784453711,1.054723825,1.022152798,0.93367323,0.904403578,0.964455395,1.001252762,1.044765503,1.019276074,1.072868174,1.244245469,1.31,1.338919175,1.320828859,1.337366693,1.43417309,1.530539551,1.493304593,1.480121139,1.494479609,1.616278973,1.606721775,1.595514825,1.654197138,1.713917257,1.731742499,1.708068828,1.942316207,2.081295856,2.131228506,2.260342412,2.356128981,2.430121376,2.562575661,2.664600504,2.598786736,,
United States,USA,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.884315459,1.003901236,0.838902237,0.772793321,0.846676794,0.851048972,0.944814878,0.646994779,0.738136784,0.76300295,0.523979622,0.842580796,1.136727506,1.61855251,4.048698085,5.06757269,6.185942038,7.856470603,7.147279489,7.885736896,6.801229189,4.202038376,1.8427876,2.02564473,1.437836475,1.079990821,0.852042147,1.216415359,0.889504637,1.036054349,1.388202254,0.618239721,0.460688227,0.484577114,0.414426673,0.385223919,0.42272017,0.468191736,0.474662139,0.72435335,0.917779124,0.985468195,0.781197761,1.003884135,1.405284929,1.577325122,1.931330763,1.966431875,2.46296151,1.703692386,1.784611711,1.70873762,1.659915745,1.120618542,0.985932845,0.559063044,0.644930063,0.904441587,,
United States,USA,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,22.3416426,20.74072662,19.96187846,19.11575029,18.0860124,16.37723728,14.64643368,13.89334326,12.19396312,11.37889997,11.75264976,10.65135373,10.33250754,11.00034191,13.10398067,12.03078206,10.39175944,10.53409041,10.1610164,11.40931389,11.76793216,11.67765576,12.53478419,12.97037259,12.33596408,11.85827764,10.14654484,10.3663629,10.53070572,11.07792566,11.83807402,11.7716864,11.89705904,11.92887231,12.28672309,13.14011184,14.40249142,15.11328978,15.01359701,15.38407027,16.00581466,16.26403823,16.39478215,15.95751967,15.94137544,15.90788403,16.25496561,16.1116046,16.38767492,16.94970597,17.61624799,18.5280576,18.62780613,18.30736588,18.01129566,17.44797747,17.52396574,17.47278268,,
United States,USA,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,0.420513645,0.521012034,0.55356134,0.391838867,0.383494783,0.410249248,0.403890329,0.417415986,0.325232683,0.216140768,0.213152193,0.180538374,0.255658358,0.282950547,0.272643883,0.309905607,0.366045499,0.272000299,0.313756261,0.291907787,0.220592812,0.339985299,0.276312228,0.342213775,0.4297215,0.453108972,0.411580995,0.407483819,0.399709429,0.39251236,0.283029086,0.239497209,0.370389137,0.643383085,0.90830362,0.974135114,0.88412733,0.928661319,1.124926299,1.033524722,1.110260448,1.048730268,1.109530027,1.210011415,1.426465286,1.577198137,1.713562943,1.645175202,2.085342038,1.816646607,1.944571469,2.18643889,1.878111863,1.795383545,1.634646999,1.363227074,1.265931803,1.38556687,,
United States,USA,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,3.976327555,3.621669018,3.138749864,3.080288872,3.222352267,2.784457664,3.296033581,3.228016961,2.847907057,2.867120302,2.598348656,2.384337475,2.211941959,2.646166437,3.816923538,4.395352364,4.456755203,4.399748194,4.175623965,4.148624769,4.761708418,5.118466428,4.67820452,5.032843186,4.740827792,4.289273085,4.014109429,4.383645945,5.000848224,6.030132993,6.725562557,7.952198729,9.668897302,10.7419403,11.60866134,12.21232706,12.52990172,13.22387681,14.01718865,14.11781817,14.31408843,14.72592084,16.65820311,17.87621331,18.8377877,20.06940877,21.02324406,21.66612802,21.01277014,24.28428444,24.26726013,22.59051767,23.21984328,24.24049635,25.03274114,27.46250027,27.57924935,28.02152205,,
United States,USA,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,33.0771086,31.66418868,30.08577347,28.97702845,29.11771298,26.21449053,24.4083187,22.64864357,20.23145255,18.84226672,18.72881654,17.66814175,17.47088663,19.51793411,27.6926081,28.71545548,29.00078654,30.61031781,28.16701421,31.11178557,31.69231368,28.20236019,25.79890872,25.49424086,23.17498044,21.35360361,18.61716225,19.6666706,19.84075131,22.12805387,23.8601856,24.10170876,25.94095634,27.29094527,28.3801399,29.77621115,31.54716169,33.10719885,33.65440413,34.16855829,35.73429437,36.40921223,38.12014205,39.72333009,41.68694894,43.8123741,45.83891726,46.56845231,47.75545132,49.72266256,51.09110725,50.51061893,49.82536883,49.55181675,49.23444751,50.23467383,50.59674295,51.44377706,,
United States,USA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,61.43395153,62.59324209,64.49160812,65.72226243,66.26341609,69.10648587,71.37535476,73.23285203,75.71784509,77.48073613,77.80874861,79.02718539,79.36144396,76.66465649,67.88006212,67.7454604,68.56780917,66.95938071,69.4584238,66.45038872,65.90485452,69.4433047,71.99075037,72.26905109,74.75908575,77.01058121,79.71024264,78.75022105,78.59375272,76.35453598,74.68467005,74.56890306,72.87268733,71.69059701,70.53581427,69.30593813,67.47451232,66.80644433,66.29517738,65.78888486,64.19806986,63.53810892,61.837676,60.21613257,58.27029047,56.1217958,54.09523239,53.38493796,52.20158911,50.24104966,48.85090848,49.42020416,50.13010967,50.42263241,50.7432036,49.73834046,49.3794951,48.5504089,,
United States,USA,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,16371000000,15938000000,17781000000,18621000000,20306000000,23188000000,27745000000,28753000000,35350000000,38312000000,42428000000,48342000000,58862000000,73572000000,1.10478E+11,1.05881E+11,1.32497E+11,1.60411E+11,1.86046E+11,2.22225E+11,2.56985E+11,2.73352E+11,2.54884E+11,2.69878E+11,3.46363E+11,3.52463E+11,3.82294E+11,4.24443E+11,4.59543E+11,4.92922E+11,5.16987E+11,5.08363E+11,5.53923E+11,6.03438E+11,6.89215E+11,7.70852E+11,8.22025E+11,8.9902E+11,9.44353E+11,1.05944E+12,1.2593E+12,1.17918E+12,1.20023E+12,1.30305E+12,1.52568E+12,1.73271E+12,1.91808E+12,2.0204E+12,2.16949E+12,1.6053E+12,1.96918E+12,2.26602E+12,2.33652E+12,2.32906E+12,2.41255E+12,2.3153E+12,2.25015E+12,2.40848E+12,2.61433E+12,
